Target_Ref,Target_Amount,Transaction_ID,Transaction_Amount,Description
8,14235.21973,"0         OPENSA_0001
4118    SIPBZ24+01261
Name: Document No., dtype: object","0           0.00
4118    14235.22
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4118    Invoice SIVI24-01264
Name: Description, dtype: object"
2,75189.78906,"4341    SIPBZ24+00975
4543    SIPBZ24+01148
Name: Document No., dtype: object","4341    15343.59
4543    59846.20
Name: Remaining Amt. (LCY), dtype: float64","4341    Invoice SIVI24-00982
4543    Invoice SIVI24-01149
Name: Description, dtype: object"
3,865.0599976,"0         OPENSA_0001
3482    SIPBZ24+00608
Name: Document No., dtype: object","0         0.00
3482    865.06
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
3482    Invoice SIVI24-00605
Name: Description, dtype: object"
4,14830.59961,"0         OPENSA_0001
4767    SIPBZ24+01487
Name: Document No., dtype: object","0           0.0
4767    14830.6
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4767    Invoice SIVI24-01489
Name: Description, dtype: object"
5,42807.60156,"0         OPENSA_0001
4698    SIPBZ24+01365
Name: Document No., dtype: object","0           0.0
4698    42807.6
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4698    Invoice SIVI24-01370
Name: Description, dtype: object"
7,10947.04004,"0         OPENSA_0001
3844    SIPBZ24+00505
Name: Document No., dtype: object","0           0.00
3844    10947.04
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
3844    Invoice SIVI24-00513
Name: Description, dtype: object"
8,17486.19922,"0         OPENSA_0001
4420    SIPBZ24+01034
Name: Document No., dtype: object","0           0.0
4420    17486.2
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4420    Invoice SIVI24-01039
Name: Description, dtype: object"
9,4615.799805,"0         OPENSA_0001
4766    SIPBZ24+01482
Name: Document No., dtype: object","0          0.0
4766    4615.8
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4766    Invoice SIVI24-01484
Name: Description, dtype: object"
10,4435.200195,"0         OPENSA_0001
4790    SIPBZ24+01489
Name: Document No., dtype: object","0          0.0
4790    4435.2
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4790    Invoice SIVI24-01491
Name: Description, dtype: object"
11,9012.639648,"4927    SIPBZ24+01612
4930    SIPBZ24+01618
Name: Document No., dtype: object","4927    4418.96
4930    4593.68
Name: Remaining Amt. (LCY), dtype: float64","4927    Invoice SIVI24-01619
4930    Invoice SIVI24-01627
Name: Description, dtype: object"
5,14941.0,"5181    SIPBZ24+01894
5428    SIPBZ24+02087
Name: Document No., dtype: object","5181    6521.88
5428    8419.12
Name: Remaining Amt. (LCY), dtype: float64","5181    Invoice SIVI24-01898
5428    Invoice SIVI24-02089
Name: Description, dtype: object"
2,15336.71973,"0         OPENSA_0001
4973    SIPBZ24+01616
Name: Document No., dtype: object","0           0.00
4973    15336.72
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4973    Invoice SIVI24-01625
Name: Description, dtype: object"
3,307841.5,"4402    SIPBZ24+00958
4526    SIPBZ24+01092
Name: Document No., dtype: object","4402    167877.34
4526    139964.16
Name: Remaining Amt. (LCY), dtype: float64","4402    Invoice SIVI24-00964
4526    Invoice SIVI24-01096
Name: Description, dtype: object"
4,62993.16016,"0         OPENSA_0001
4787    SIPBZ24+01477
Name: Document No., dtype: object","0           0.00
4787    62993.16
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4787    Invoice SIVI24-01479
Name: Description, dtype: object"
5,47537.01172,"0         OPENSA_0001
4237    SIPBZ24+00805
Name: Document No., dtype: object","0           0.00
4237    47537.01
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4237    Invoice SIVI24-00808
Name: Description, dtype: object"
3,6388.0,"4200    SIPBZ24+00886
4591    SIPBZ24+01258
Name: Document No., dtype: object","4200    1267.0
4591    5121.0
Name: Remaining Amt. (LCY), dtype: float64","4200    Invoice SIVI24-00892
4591    Invoice SIVI24-01268
Name: Description, dtype: object"
2,6924.549805,"0         OPENSA_0001
4009    SIPBZ24+00737
Name: Document No., dtype: object","0          0.00
4009    6924.55
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4009    Invoice SIVI24-00690
Name: Description, dtype: object"
3,22255.96094,"4435    SIPBZ24+01009
4502    SIPBZ24+01083
Name: Document No., dtype: object","4435     4703.76
4502    17552.20
Name: Remaining Amt. (LCY), dtype: float64","4435    Invoice SIVI24-01015
4502    Invoice SIVI24-01087
Name: Description, dtype: object"
4,22600.0,"0         OPENSA_0001
4706    SIPBZ24+01384
Name: Document No., dtype: object","0           0.0
4706    22600.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4706    Invoice SIVI24-01389
Name: Description, dtype: object"
5,4444.319824,"0         OPENSA_0001
4974    SIPBZ24+01620
Name: Document No., dtype: object","0          0.00
4974    4444.32
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4974    Invoice SIVI24-01629
Name: Description, dtype: object"
6,40520.62109,"0         OPENSA_0001
4405    SIPBZ24+00965
Name: Document No., dtype: object","0           0.00
4405    40520.62
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4405    Invoice SIVI24-00971
Name: Description, dtype: object"
2,800.0,"231       OPENSA_0232
5011    SIPBZ24+01642
Name: Document No., dtype: object","231     300.0
5011    500.0
Name: Remaining Amt. (LCY), dtype: float64","231         Customer opening
5011    Invoice SIVI24-01648
Name: Description, dtype: object"
4,25000.0,"193       OPENSA_0194
4706    SIPBZ24+01384
Name: Document No., dtype: object","193      2400.0
4706    22600.0
Name: Remaining Amt. (LCY), dtype: float64","193         Customer opening
4706    Invoice SIVI24-01389
Name: Description, dtype: object"
2,9312.240234,"0         OPENSA_0001
4949    SIPBZ24+01609
Name: Document No., dtype: object","0          0.00
4949    9312.24
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4949    Invoice SIVI24-01616
Name: Description, dtype: object"
3,49220.5,"0         OPENSA_0001
5016    SIPBZ24+01623
Name: Document No., dtype: object","0           0.0
5016    49220.5
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
5016    Invoice SIVI24-01633
Name: Description, dtype: object"
4,22104.0,"0         OPENSA_0001
4909    SIPBZ24+01625
Name: Document No., dtype: object","0           0.0
4909    22104.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4909    Invoice SIVI24-01607
Name: Description, dtype: object"
6,12929.28027,"0         OPENSA_0001
4972    SIPBZ24+01611
Name: Document No., dtype: object","0           0.00
4972    12929.28
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4972    Invoice SIVI24-01618
Name: Description, dtype: object"
7,8028.959961,"4904    SIPBZ24+01600
5008    SIPBZ24+01622
Name: Document No., dtype: object","4904    2017.56
5008    6011.40
Name: Remaining Amt. (LCY), dtype: float64","4904    Invoice SIVI24-01606
5008    Invoice SIVI24-01631
Name: Description, dtype: object"
1,5000.0,"231       OPENSA_0232
4359    SIPBZ24+00941
Name: Document No., dtype: object","231      300.0
4359    4700.0
Name: Remaining Amt. (LCY), dtype: float64","231         Customer opening
4359    Invoice SIVI24-00944
Name: Description, dtype: object"
2,32213.25,"0         OPENSA_0001
4083    SIPBZ24+00715
Name: Document No., dtype: object","0           0.00
4083    32213.25
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4083    Invoice SIVI24-00731
Name: Description, dtype: object"
3,14729.40039,"0         OPENSA_0001
3634    SIPBZ24+00366
Name: Document No., dtype: object","0           0.0
3634    14729.4
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
3634    Invoice SIVI24-00365
Name: Description, dtype: object"
4,1515.469971,"0         OPENSA_0001
4922    SIPBZ24+01566
Name: Document No., dtype: object","0          0.00
4922    1515.47
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4922    Invoice SIVI24-01565
Name: Description, dtype: object"
6,22600.0,"0         OPENSA_0001
4706    SIPBZ24+01384
Name: Document No., dtype: object","0           0.0
4706    22600.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4706    Invoice SIVI24-01389
Name: Description, dtype: object"
7,14320.2002,"0         OPENSA_0001
4907    SIPBZ24+01615
Name: Document No., dtype: object","0           0.0
4907    14320.2
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4907    Invoice SIVI24-01624
Name: Description, dtype: object"
5,25000.0,"193       OPENSA_0194
4706    SIPBZ24+01384
Name: Document No., dtype: object","193      2400.0
4706    22600.0
Name: Remaining Amt. (LCY), dtype: float64","193         Customer opening
4706    Invoice SIVI24-01389
Name: Description, dtype: object"
7,90000.0,"0         OPENSA_0001
5150    SIPBZ24+01818
Name: Document No., dtype: object","0           0.0
5150    90000.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
5150    Invoice SIVI24-01854
Name: Description, dtype: object"
8,45000.0,"4125    SIPBZ24+01304
4540    SIPBZ24+01124
Name: Document No., dtype: object","4125    10860.37
4540    34139.63
Name: Remaining Amt. (LCY), dtype: float64","4125    Invoice SIVI24-01308
4540    Invoice SIVI24-01097
Name: Description, dtype: object"
9,45000.0,"4125    SIPBZ24+01304
4540    SIPBZ24+01124
Name: Document No., dtype: object","4125    10860.37
4540    34139.63
Name: Remaining Amt. (LCY), dtype: float64","4125    Invoice SIVI24-01308
4540    Invoice SIVI24-01097
Name: Description, dtype: object"
10,5000.0,"231       OPENSA_0232
4359    SIPBZ24+00941
Name: Document No., dtype: object","231      300.0
4359    4700.0
Name: Remaining Amt. (LCY), dtype: float64","231         Customer opening
4359    Invoice SIVI24-00944
Name: Description, dtype: object"
2,1867.280029,"0         OPENSA_0001
4784    SIPBZ24+01452
Name: Document No., dtype: object","0          0.00
4784    1867.28
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4784    Invoice SIVI24-01457
Name: Description, dtype: object"
3,6930.009766,"0         OPENSA_0001
4756    SIPBZ24+01420
Name: Document No., dtype: object","0          0.00
4756    6930.01
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4756    Invoice SIVI24-01425
Name: Description, dtype: object"
11,5000.0,"231       OPENSA_0232
4359    SIPBZ24+00941
Name: Document No., dtype: object","231      300.0
4359    4700.0
Name: Remaining Amt. (LCY), dtype: float64","231         Customer opening
4359    Invoice SIVI24-00944
Name: Description, dtype: object"
2,25.87999916,"3335    SIPBZ24+00618
5232    SIPBZ24+01927
Name: Document No., dtype: object","3335    24.84
5232     1.04
Name: Remaining Amt. (LCY), dtype: float64","3335    Invoice SIVI24-00621
5232    Invoice SIVI24-01932
Name: Description, dtype: object"
3,676.0,"3622    SIPBZ24+00630
4981    SIPBZ24+01811
Name: Document No., dtype: object","3622    159.4
4981    516.6
Name: Remaining Amt. (LCY), dtype: float64","3622    Invoice SIVI24-00610
4981    Invoice SIVI24-01816
Name: Description, dtype: object"
2,7574.660156,"0         OPENSA_0001
4138    SIPBZ24+00808
Name: Document No., dtype: object","0          0.00
4138    7574.66
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4138    Invoice SIVI24-00812
Name: Description, dtype: object"
3,12907.59961,"0         OPENSA_0001
5074    SIPBZ24+01740
Name: Document No., dtype: object","0           0.0
5074    12907.6
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
5074    Invoice SIVI24-01755
Name: Description, dtype: object"
5,33848.33984,"0         OPENSA_0001
5002    SIPBZ24+01597
Name: Document No., dtype: object","0           0.00
5002    33848.34
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
5002    Invoice SIVI24-01601
Name: Description, dtype: object"
10,30234.89063,"4303    SIPBZ24+01075
4999    SIPBZ24+01589
Name: Document No., dtype: object","4303    27515.20
4999     2719.69
Name: Remaining Amt. (LCY), dtype: float64","4303    Invoice SIVI24-01080
4999    Invoice SIVI24-01589
Name: Description, dtype: object"
9,12736.7998,"3839    SIPBZ24+00487
4337    SIPBZ24+00924
Name: Document No., dtype: object","3839    8063.12
4337    4673.68
Name: Remaining Amt. (LCY), dtype: float64","3839    Invoice SIVI24-00472
4337    Invoice SIVI24-00932
Name: Description, dtype: object"
11,16950.0,"4171    SIPBZ24+00880
4818    SIPBZ24+01494
Name: Document No., dtype: object","4171     2469.6
4818    14480.4
Name: Remaining Amt. (LCY), dtype: float64","4171    Invoice SIVI24-00885
4818    Invoice SIVI24-01497
Name: Description, dtype: object"
9,12736.7998,"3839    SIPBZ24+00487
4337    SIPBZ24+00924
Name: Document No., dtype: object","3839    8063.12
4337    4673.68
Name: Remaining Amt. (LCY), dtype: float64","3839    Invoice SIVI24-00472
4337    Invoice SIVI24-00932
Name: Description, dtype: object"
11,16950.0,"4171    SIPBZ24+00880
4818    SIPBZ24+01494
Name: Document No., dtype: object","4171     2469.6
4818    14480.4
Name: Remaining Amt. (LCY), dtype: float64","4171    Invoice SIVI24-00885
4818    Invoice SIVI24-01497
Name: Description, dtype: object"
2,14233.0,"4765    SIPBZ24+01479
5474    SIPBZ24+02085
Name: Document No., dtype: object","4765    5638.8
5474    8594.2
Name: Remaining Amt. (LCY), dtype: float64","4765    Invoice SIVI24-01481
5474    Invoice SIVI24-02087
Name: Description, dtype: object"
7,5650.0,"234       OPENSA_0235
5339    SIPBZ24+01970
Name: Document No., dtype: object","234      900.0
5339    4750.0
Name: Remaining Amt. (LCY), dtype: float64","234         Customer opening
5339    Invoice SIVI24-01973
Name: Description, dtype: object"
5,42882.0,"4699    SIPBZ24+01368
5162    SIPBZ24+01672
Name: Document No., dtype: object","4699    21564.0
5162    21318.0
Name: Remaining Amt. (LCY), dtype: float64","4699    Invoice SIVI24-01373
5162    Invoice SIVI24-01735
Name: Description, dtype: object"
4,1176.0,"229    OPENSA_0230
237    OPENSA_0238
Name: Document No., dtype: object","229    888.0
237    288.0
Name: Remaining Amt. (LCY), dtype: float64","229    Customer opening
237    Customer opening
Name: Description, dtype: object"
2,10073.0,"403      OPENSA_0407
2899    PBZ-24-01124
Name: Document No., dtype: object","403     2625.0
2899    7448.0
Name: Remaining Amt. (LCY), dtype: float64","403         Customer opening
2899    Invoice PBZ-24-01124
Name: Description, dtype: object"
3,300.0,"0      OPENSA_0001
231    OPENSA_0232
Name: Document No., dtype: object","0        0.0
231    300.0
Name: Remaining Amt. (LCY), dtype: float64","0      Customer opening
231    Customer opening
Name: Description, dtype: object"
2,10224.48047,"0         OPENSA_0001
4549    SIPBZ24+01166
Name: Document No., dtype: object","0           0.00
4549    10224.48
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4549    Invoice SIVI24-01171
Name: Description, dtype: object"
3,42723.0,"0         OPENSA_0001
4386    SIPBZ24+01041
Name: Document No., dtype: object","0           0.0
4386    42723.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4386    Invoice SIVI24-01047
Name: Description, dtype: object"
4,3767.580078,"0         OPENSA_0001
4231    SIPBZ24+00828
Name: Document No., dtype: object","0          0.00
4231    3767.58
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4231    Invoice SIVI24-00832
Name: Description, dtype: object"
5,1263.810059,"0         OPENSA_0001
4356    SIPBZ24+01049
Name: Document No., dtype: object","0          0.00
4356    1263.81
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4356    Invoice SIVI24-01051
Name: Description, dtype: object"
6,6195.040039,"0         OPENSA_0001
4324    SIPBZ24+01040
Name: Document No., dtype: object","0          0.00
4324    6195.04
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4324    Invoice SIVI24-01046
Name: Description, dtype: object"
7,17556.0,"0         OPENSA_0001
4388    SIPBZ24+01048
Name: Document No., dtype: object","0           0.0
4388    17556.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4388    Invoice SIVI24-01050
Name: Description, dtype: object"
9,33104.64063,"3042     PBZ-24-01234
4384    SIPBZ24+01037
Name: Document No., dtype: object","3042    14716.80
4384    18387.84
Name: Remaining Amt. (LCY), dtype: float64","3042    Invoice PBZ-24-01234
4384    Invoice SIVI24-01042
Name: Description, dtype: object"
10,22600.0,"0         OPENSA_0001
4706    SIPBZ24+01384
Name: Document No., dtype: object","0           0.0
4706    22600.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4706    Invoice SIVI24-01389
Name: Description, dtype: object"
11,13586.82031,"0         OPENSA_0001
3734    SIPBZ24+00394
Name: Document No., dtype: object","0           0.00
3734    13586.82
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
3734    Invoice SIVI24-00314
Name: Description, dtype: object"
25,23600.0,"4129    SIPBZ24+00659
5141    SIPBZ24+01747
Name: Document No., dtype: object","4129    17511.2
5141     6088.8
Name: Remaining Amt. (LCY), dtype: float64","4129    Invoice SIVI24-00683
5141    Invoice SIVI24-01762
Name: Description, dtype: object"
27,20320.0,"4728    SIPBZ24+01346
5429    SIPBZ24+02088
Name: Document No., dtype: object","4728    12839.27
5429     7480.73
Name: Remaining Amt. (LCY), dtype: float64","4728    Invoice SIVI24-01348
5429    Invoice SIVI24-02090
Name: Description, dtype: object"
30,90000.0,"0         OPENSA_0001
5150    SIPBZ24+01818
Name: Document No., dtype: object","0           0.0
5150    90000.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
5150    Invoice SIVI24-01854
Name: Description, dtype: object"
85,90000.0,"0         OPENSA_0001
5150    SIPBZ24+01818
Name: Document No., dtype: object","0           0.0
5150    90000.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
5150    Invoice SIVI24-01854
Name: Description, dtype: object"
123,53340.0,"4372    SIPBZ24+00996
4372    SIPBZ24+00996
Name: Document No., dtype: object","4372    26670.0
4372    26670.0
Name: Remaining Amt. (LCY), dtype: float64","4372    Invoice SIVI24-01001
4372    Invoice SIVI24-01001
Name: Description, dtype: object"
2,14716.7998,"0        OPENSA_0001
3042    PBZ-24-01234
Name: Document No., dtype: object","0           0.0
3042    14716.8
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
3042    Invoice PBZ-24-01234
Name: Description, dtype: object"
3,6788.02002,"0         OPENSA_0001
3285    SIPBZ24+00178
Name: Document No., dtype: object","0          0.00
3285    6788.02
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
3285    Invoice SIVI24-00181
Name: Description, dtype: object"
4,6844.589844,"0         OPENSA_0001
3822    SIPBZ24+00441
Name: Document No., dtype: object","0          0.00
3822    6844.59
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
3822    Invoice SIVI24-00449
Name: Description, dtype: object"
5,11204.7002,"0         OPENSA_0001
4263    SIPBZ24+00899
Name: Document No., dtype: object","0           0.0
4263    11204.7
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4263    Invoice SIVI24-00902
Name: Description, dtype: object"
6,5002.080078,"0         OPENSA_0001
4589    SIPBZ24+01246
Name: Document No., dtype: object","0          0.00
4589    5002.08
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4589    Invoice SIVI24-01254
Name: Description, dtype: object"
7,27515.19922,"0         OPENSA_0001
4303    SIPBZ24+01075
Name: Document No., dtype: object","0           0.0
4303    27515.2
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4303    Invoice SIVI24-01080
Name: Description, dtype: object"
2,7686.600098,"0         OPENSA_0001
4470    SIPBZ24+01155
Name: Document No., dtype: object","0          0.0
4470    7686.6
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4470    Invoice SIVI24-01167
Name: Description, dtype: object"
3,69611.79688,"0         OPENSA_0001
4230    SIPBZ24+00911
Name: Document No., dtype: object","0           0.0
4230    69611.8
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4230    Invoice SIVI24-00914
Name: Description, dtype: object"
6,22302.40039,"4042    SIPBZ24+00723
4100    SIPBZ24+00776
Name: Document No., dtype: object","4042    17372.8
4100     4929.6
Name: Remaining Amt. (LCY), dtype: float64","4042    Invoice SIVI24-00740
4100    Invoice SIVI24-00775
Name: Description, dtype: object"
7,117460.8984,"4001    SIPBZ24+00708
4078    SIPBZ24+00703
Name: Document No., dtype: object","4001    35315.2
4078    82145.7
Name: Remaining Amt. (LCY), dtype: float64","4001    Invoice SIVI24-00724
4078    Invoice SIVI24-00718
Name: Description, dtype: object"
8,13633.75977,"0         OPENSA_0001
4434    SIPBZ24+01008
Name: Document No., dtype: object","0           0.00
4434    13633.76
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4434    Invoice SIVI24-01014
Name: Description, dtype: object"
9,376.9200134,"0         OPENSA_0001
4755    SIPBZ24+01385
Name: Document No., dtype: object","0         0.00
4755    376.92
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4755    Invoice SIVI24-01390
Name: Description, dtype: object"
11,7027.160156,"0         OPENSA_0001
3766    SIPBZ24+00436
Name: Document No., dtype: object","0          0.00
3766    7027.16
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
3766    Invoice SIVI24-00440
Name: Description, dtype: object"
2,9191.0,"4323    SIPBZ24+01039
4471    SIPBZ24+01157
Name: Document No., dtype: object","4323    4553.64
4471    4637.36
Name: Remaining Amt. (LCY), dtype: float64","4323    Invoice SIVI24-01045
4471    Invoice SIVI24-01169
Name: Description, dtype: object"
3,13525.59961,"0         OPENSA_0001
4305    SIPBZ24+01086
Name: Document No., dtype: object","0           0.0
4305    13525.6
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4305    Invoice SIVI24-01091
Name: Description, dtype: object"
4,4959.0,"0         OPENSA_0001
4389    SIPBZ24+01050
Name: Document No., dtype: object","0          0.0
4389    4959.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4389    Invoice SIVI24-01054
Name: Description, dtype: object"
5,60686.94922,"0         OPENSA_0001
4459    SIPBZ24+01093
Name: Document No., dtype: object","0           0.00
4459    60686.95
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4459    Invoice SIVI24-01100
Name: Description, dtype: object"
7,5037.879883,"0         OPENSA_0001
3864    SIPBZ24+00422
Name: Document No., dtype: object","0          0.00
3864    5037.88
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
3864    Invoice SIVI24-00420
Name: Description, dtype: object"
8,16174.91992,"0         OPENSA_0001
4545    SIPBZ24+01151
Name: Document No., dtype: object","0           0.00
4545    16174.92
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4545    Invoice SIVI24-01154
Name: Description, dtype: object"
9,13406.24023,"0         OPENSA_0001
4635    SIPBZ24+01254
Name: Document No., dtype: object","0           0.00
4635    13406.24
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4635    Invoice SIVI24-01263
Name: Description, dtype: object"
3,11292.0,"3895    SIPBZ24+00513
4589    SIPBZ24+01246
Name: Document No., dtype: object","3895    6289.92
4589    5002.08
Name: Remaining Amt. (LCY), dtype: float64","3895    Invoice SIVI24-00529
4589    Invoice SIVI24-01254
Name: Description, dtype: object"
2,25250.40039,"0         OPENSA_0001
4084    SIPBZ24+00716
Name: Document No., dtype: object","0           0.0
4084    25250.4
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4084    Invoice SIVI24-00732
Name: Description, dtype: object"
3,1489.560059,"0         OPENSA_0001
4268    SIPBZ24+01288
Name: Document No., dtype: object","0          0.00
4268    1489.56
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4268    Invoice SIVI24-01282
Name: Description, dtype: object"
4,145414.7969,"0         OPENSA_0001
4065    SIPBZ24+00672
Name: Document No., dtype: object","0            0.0
4065    145414.8
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4065    Invoice SIVI24-00669
Name: Description, dtype: object"
5,22321.0,"0         OPENSA_0001
4348    SIPBZ24+01021
Name: Document No., dtype: object","0           0.0
4348    22321.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4348    Invoice SIVI24-01028
Name: Description, dtype: object"
6,5002.080078,"0         OPENSA_0001
4589    SIPBZ24+01246
Name: Document No., dtype: object","0          0.00
4589    5002.08
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4589    Invoice SIVI24-01254
Name: Description, dtype: object"
7,6811.680176,"0         OPENSA_0001
4584    SIPBZ24+01239
Name: Document No., dtype: object","0          0.00
4584    6811.68
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4584    Invoice SIVI24-01245
Name: Description, dtype: object"
11,4886.759766,"0         OPENSA_0001
4166    SIPBZ24+00870
Name: Document No., dtype: object","0          0.00
4166    4886.76
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4166    Invoice SIVI24-00879
Name: Description, dtype: object"
